ID_avaliacao,avaliacao,nota,sentimento
5949,"comprei  um produto cujo nome diz claramente do que se trata ,mas para minha surpresa recebi 02 (dois) cartuchos na cor ""PRETA"" ,cortrariando inclusive o título ""combo preto + color "" ,e agora o que faço ??? ( acho que nunca mais visitarei este site )",1,negativo
123474,"BOA TARDE GOSTARIA DE SABER COMO POSSO AVALIAR UM PRODUTO AO QUAL EU NEM RECEBI POR FALTA DE ORGANIZAÇÃO DA LOJA A QUAL EU COMPREI,E ATE AGORA NÃO TIVE RETORNO SE EU VOU OU NÃO RECEBER O PRODUTO ENQUANTO ISSO MINHA PASTELARIA ESTA PERDENDO DE ARRECADAR PELO MOTIVO DA LOJA FRITÂNIA SHOP NÃO TER ME ENVIADO O PRODUTO, O QUE EU RECEBI EM MINHA CASA FOI 5 CAMARA DE AR DE FOGÃO CONTINENTAL A QUAL JA ENVIE DE VOLTA VIA CORREIO E ATE AGORA NÃO OBTIVE RETORNO.",1,negativo
37165,"Depois de vários lançamentos de tablets com android super defasado (Tab E com Android 4.4 e Tab A 2016 com android 5.1) a Samsung decidiu se emendar e lançou um produto decente, porém muito caro. Vendido nos EUA por 180 dólares (aproximadamente 600 reais sem impostos) o produto chegou ao Brasil com um inexplicável acréscimo de 90% no valor final do varejo (e cerca de 110% no site da fabricante). Concorre com produtos com uma configuração similar (Multilaser M10A) e muito mais baratos. Concorre também com seu próprio predecessor, o Tab A 2016 (mais caro e com android também desatualizado).",2,negativo
40889,"Essa prancha é uma porcaria ,eu comprei achando que seria boa ela não sela a progressiva ela é nada mais nada a menos do que uma imitação barata da original, não recomendo a ninguém, sem contar que paguei o frete caro para não recebe em minha residência .",1,negativo
26278,Olha a desorganização desta empresa. Comprei o celular dia 22 de dezembro de 2017 e ainda não recebi E estão me pedindo para avaliar o aparelho. Hj é dia 21 de janeiro de 2018. Paguei por entrega rápida. Fui no Procon e aguardo solução.,1,negativo
77715,"Ainda não recebi meu produto,conforme havia mandado no e-mail que não havia recebido o produto, o mesmo não foi respondido, muito insatisfeito com a entrega do produto, desde já agradeço!",1,negativo
31520,Meu secador chegou dentro do prazo e é uma lindeza só. Estou apaixonada! Super recomendo.,5,positivo
2035,"Comprei a banheira com um pé maior que o outro, uma dor de cabeça para troca / devolução do pagamento, quase 2 meses para receber o dinheiro de volta. Péssimo, não recomendo a Tricae, tampouco o produto.",1,negativo
35464,"adorei o produto, principalmente a criança, agora e aproveitar",4,positivo
61780,Não gastem seu dinheiro com essa porcaria  Só trava! Não tenho 3 meses de uso e já apresentou defeitos no teclado diversas vezes,1,negativo
128335,"O aparelho é muito prático para instalar e usar, porém um pouco difícil de configurá-lo. A conexão é muito boa. Ainda não recebi a nota fiscal, nem por email e nem impressa junto com o produto.",4,positivo
4148,"Adorei o produto, e a entrega foi bem antes do prazo, super recomendo. Minha primeira compra nesse site e com certeza vou comprar mais vezes",4,positivo
93761,"Eu quero meu dinheiro de volta, Está com defeite ninguém me procurou para tentar resolver minha situação????",1,negativo
22921,Já tenho um purificador tem muitos anos e comprei um outro para presentear...,5,positivo
44633,Esse smartphone possui camera frontal ????????????????????????????????????????????????????????,4,positivo
129382,Ótimo produto recomendaria a outras pessoas  Chega.,4,positivo
116886,Dois conto e meio num martelinho??? Isso é o Mjolnir???,2,negativo
102380,Adquiri o aparelho para um usuário básico. Utilizado basicamente pra rede sociais e vídeos funciona perfeitamente.  Tem um ótimo custo-benefício.,5,positivo
62179,Que frete caro é esse. Mais caro que os produtos que quero. Desse jeito desisto,1,negativo
73286,"Gostei muito como ficou o reboot de TB, valeu muito a pena",5,positivo
50062,"O meu produto ainda não chegou, mas por vista ele aparenta ser bom.",2,negativo
54587,Produto veio com defeito . Entrei em contato. Imagem a aloja e não me retornaram em 5dias   para ser feita a troca. Abri o chamado de troca,1,negativo
114916,"Parece que me mandaram um produto genérico, já que veio sem etiqueta da Future e a cor está muito diferente de outros produtos que tenho da mesma linha, que realmente são rosé gold e brilhantes. O produto que recebi está mais para cobre velho, escuro, sem brilho nenhum, não parece ser da Future. Sinto que fui enganada.",1,negativo
60059,"Veio pecas quebradas, mal pintadas faltando pecas .",1,negativo
39955,"Muito prático, potente e atende qualquer tipo de limpeza.",5,positivo
84798,"Estou impossibilitado de COMENTAR sobre a compra, visto que, ainda NÃO RECEBI A MALETA, já se passou um mês e até agora, NADA.",1,negativo
69318,estou amando o produto adorei entrega veio antes da data prevista...,4,positivo
132162,"Adorei o produto, fácil de aplicar,  excelente resultado e entrega rápida.",5,positivo
89987,"Pequeno, pratico e bonito. Atende ao objetivo. Excelente custo beneficio.",5,positivo
39559,Olá boa noite. Meu aparelho chegou dia 15/02 e no dia seguinte o touch screen travou. Estou tentando entrar em contato com a loja e não consigo.,1,negativo
7298,muito bom produto profissional e de alta qualidade.,4,positivo
12054,"Produto é bom, simples e pratico. Uso diariamente e não apresentou problemas. Entrega antes do prazo. Eu recomendo.",4,positivo
25293,Boa densidade a folha! Bom acabamento!  Chegou no prazo combinado!,5,positivo
59825,"A loja cumpriu o prazo de entrega, inclusive chegou antes do prazo. Produto excelente. Recomendo a todos.",5,positivo
1238,Muito bom o produto a um custo acessível. Fácil instalação. Gela na temperatura certa.,4,positivo
56746,"Produto correspondeu exatamente como eu esperava, muito bom para meninos.",4,positivo
75288,"Produto bem delicado, fofo e de boa qualidade. Pelas fotos do anúncio da impressão que são xícaras maiores.",5,positivo
58898,muito bom o produto e a loja do marketplace muito eficiente!,4,positivo
52611,"Apresentação do produto muito ruim, abri a caixa e a tampa que protege o led caiu, ao instalar, os leds não acendem.",1,negativo
23696,"Galera, alguem que comprou poderia divulgar a marca das peças, placa de video, ram, placa mae?? to doido pra comprar, mas to com medo das peças serem ruins... agradeço! 61 98503-0785",5,positivo
119586,"Fiz a compra no cartão e o produto nunca foi enviado, depois de muitos dias a compra foi cancelada e meu cartão estornado. Tentei refazer a compra e ocorreu a mesma coisa.",1,negativo
119229,Gostei do produto mas quero dar de presente e gostaria de saber se ele vem com caixa?,4,positivo
104738,"Esse produto eu recomendo, chegou conforme o anunciado. Garanto que não se arrependerá.",5,positivo
114323,"o produto esta com defeito, como é que faço pra trocar?",1,negativo
75499,Não cumpre o que foi prometido. Pelas imagens fornecidas achei que era melhor.,2,negativo
52287,"Estou muito satisfeito com o produto. Gela bem e rápido, tem muitas funções pra se escolher as  configurações desejadas, a principal a meu ver, ligar e desligar diariamente no seu horário pré-determinado. Ponto negativo apenas o controle remoto não ter luminosidade. Quanto ao consumo de energia, devo aguardar, pelo menos um mês de uso pra avaliar corretamente mas, no manual diz em torno de 21kw/mês usando uma hora/dia. Funcionamento bem silencioso.",5,positivo
14197,O produto satisfez minhas expectativas!!  Gostei muito!!,5,positivo
7709,"Compra muito boa, chegou rápido , porém um pneu veio errado . Em vez de 185/60r15 88h veio 195/60r15 88h. preciso trocar como faço?Mas tirando isso ótima compra. Super recomendo. Muito rápida a entrega.",4,positivo
73795,"Aparelho cumpre o que promete. Bom custo benefício  (aqui no Brasil, hahaha).",4,positivo
43154,"AINDA NÃO RECEBI O PRODUTO ,POR ISSO NÃO POSSO AVALIAR O MESMO.",2,negativo
50743,"A qualidade do produto me surpreendeu , produto com muita tecnologia, realmente vale a pena me sinto um 007",5,positivo
106542,O blackout é de plástico. Enrola tudo. Baixa qualidade.,1,negativo
35049,"Entrega com mais de 1 mes de atraso, chegou pelo correio mesmo tendo espelho, minimo cuidado ou aviso de fragil e faltando parafuso.",1,negativo
93852,"NÃO POSSO AVALIAR O PRODUTO, POIS AINDA NÃO O RECEBI.",1,negativo
51938,foi muito otimo excelente eu gostei muito muito chego ante do praso,5,positivo
94572,"Entrega rápida e produto devidamente embalado, perfeito.",5,positivo
123753,Recomendo comprar produto dessa marca. Fixação excelente. Cheiro sem comparação,5,positivo
131347,excelente indico tamanho bom produto  qualidade veio bem embalado,5,positivo
104231,"Máquina silenciosa e eficiente, atendeu expectativa",5,positivo
34486,pra poder efetivar a compra tem que se saber qual o tamanho do quadro e isso não consta nas especificações do produto,1,negativo
16672,"muito bom, super recomendo ,memoria boa .....................",4,positivo
111520,"Absurdo, não recebi o produto até hoje, já passou do prazo, e até agora não tive nenhum retorno pra saber o motivo.",1,negativo
63914,"Comprei a máquina dia 17 /01/2018,com   58 dias a máquina apresentou defeito ,e estou. Com a máquina parada esperando por peças...uma máquina nova com 58 dias já deu defeito ..produto horrível..",1,negativo
2385,"Item sem embalagem e sem o selo de exportação, cuidado na hora de comprar item 200ml muda para 50ml. Não da para falar que o produto e original.",1,negativo
38807,"Não recomendo, comprei e não recebi a mercadoria. Não posso avaliar o produto.",1,negativo
96511,Produto conformo descricao! Chegou no prazo! Indico o vendedor,4,positivo
130019,quero devolução do meu dinheiro NÃO recebi  me devolvam meu dinheiro  passou do prazo,1,negativo
19108,ele e incrivel porem escorrega facil dmais da mao. e a entrega foi ridiculamente demorada.mais ainda sim recpmendo o produto em questao.,5,positivo
68768,"Excelente qualidade das páginas do livro, algo que sempre faz a leitura mais prazerosa, sobre a história em si, George Orwell conta a história dos animais de uma granja que estão cansados da tirania de seus donos e se rebelam, com o objetivo de criar um sistema igualitário para todos, mas não demora muito até que os animais mais inteligentes comecem a instituir um regime de ainda maior opressão.",5,positivo
21414,"Super recomendo, produto excelente...Imagem surreal.",4,positivo
53933,"A imagem é excelente. Só tem um pequeno problema de atraso no audio, difícil de resolver, apesar de ter comandos específicos para esse fim.",4,positivo
13781,"A cartela com os adesivos vieram sem a emabalahem original, jogados dentro de um envelope. Não gostei.",1,negativo
101276,"Não recomendo ninguem compra este produto, o cabo tem apenas 1 metro, porém na embalagem vem marcando 2,7 metros e veio com defeito. To insatisfeito. Tem que jogar praticamente com a cara dentro da tv.",1,negativo
75209,Excelente para limpezas rotineiras e rápidas. Ótima sucção é fácil para a higienização do produto.,5,positivo
27642,"Chegou bem antes do prazo, gostei muito, recomendo. Meu filho tem feito altos passeios e só tem elogiado o desempenho da bicicleta.",4,positivo
126382,"Poderia vir com acesso da instalaçao pronta, ainda nao fiz, tenho medo de danificar mas o restante td otimo",4,positivo
29488,"O produto veio defeituoso. Como passou de sete dias, entrei em contato com o fabricante. A Sandisk me disse que o produto era falso e não aceitou fazer a troca. Por enquanto, estou com o prejuízo. Comprei pela J&Ortega, loja parceira.",1,negativo
71523,Comprei 3 carregadores desse e os 3 deram problema em menos de 5 meses. Qual a lógica de vender um carregador assim?,1,negativo
79012,"Celular Mad in China, não homologado pela Anatel! E a garantia a LG atende?",1,negativo
126210,Alem de perfeita tem um designer Maraaa!! Estou muito Satisfeita com a compra!! Super Recomendo! Vale ressaltar que contratei uma garantia estendida pra maior segurança' ñ perdi a oportunidade que a loja me proporcionou!!,5,positivo
13702,Super indico. Atendeu todas as minhas expectativas.,4,positivo
98244,este produto é na medida para pessoas pouco familiarizadas com o uso do celular e funciona bem em áreas rurais.,5,positivo
6333,"Pra quem quer um intermediário premium,recomendo. Iria comprar o moto z play, mas aida bem que desistir a tempo. Ótimo custo benefício. Produto entregue no prazo certo.",4,positivo
37568,Vali apena muito bom o jogo as crianças adoram eu recomendo.,5,positivo
28800,o material do óculos é ótimo porem o óculos é muito muito grande fica enorme no rosto.,2,negativo
129449,O batedor de claras não atinge as claras e não bate. Talvez funcione numa quantidade grande de claras estou decepcionada,1,negativo
81038,Primeiro iOS após muitos Android. Muito satisfeito com a mudança!!!,5,positivo
33996,"A estampa veio muito escura na parte inferior, não dá pra ver o nome e símbolo da banda. Não recomendo.",1,negativo
14770,"Foto só engana, me arrependi de comprar... Não cabe notebook no lugar de notebook, material interno muito ruim, alças pequenas... Mochila escolar disfarçada...",1,negativo
126308,"Para quem não gosta de Tapete tipo Carpete que acumula muita sujeira, esta é uma excelente opção, todo de borracha e com acabamento bordado, muito bonito, além de personalizado com o logo do Classic costurado. Comprei meio na desconfiança, mas gostei do produto que recebi, podem comprar sem medo.",4,positivo
5043,"Produto não e de boa qualidade além ter vindo com defeito de fábrica,  tentei por várias vezes ligar e manda e-mail não tive ta hoje nenhum retorno... Gostaria de ter ao menos meu dinheiro de volta porque a mercadoria já veio danificada.... próximo passo agora e procurar meus direitos pra ver oque eles podem fazer por mim já que a empresa além de não atender as ligações não responde e-mail....",1,negativo
25028,Gostei do produto. A imagem é linda. E o Wifi facilita  muto. Os aplicativos são ótimos.,5,positivo
7712,"amei  ela é linda,facil de usar e chegou muito rápido.  foi um  meus presentes de casamento",4,positivo
60876,"comprei meu a quase dois meses e já me deu problema não quer liga de jeito nenhum, do nada, escutei caindo mensagem fui ver dai já apareceu tela amarela com uns riscos, e ele ta muito quente, tô frustrada !!!",2,negativo
50890,bom  dia. gostaria de saber qual a capacidade de kg ? e a altura dela é 1.40 total do chao  ou da cama ate a haste?  prazo de entrega preciso até a pascoa.  consegue entregar?,5,positivo
57221,Quando levei o produto ao mecânico nem se quer foi reconhecido pelo computador por isso tive que solicitar a devolução do produto.,1,negativo
59622,"Notebook muito rápido e moderno, cumpre o que promete.",5,positivo
33842,"Produto muito pratico, fácil de usar e limpar, gostei muito do produto.",5,positivo
125413,esse aparelho diferente dos demais nao tem a funcionalidade para ficar parado.,1,negativo
27017,"O PRODUTO ENTREGUE NÃO É ORIGINAL, NÃO CORRESPONDE AO QUE ESTÁ NA  FOTO DE APRESENTAÇÃO.  PORTANTO NÃO FUNCIONA NO NOTEBOOK VAIO SONY.  NÃO RECOMENDO, FAZER COMPRAS, FUI LESADO.",1,negativo
8978,Entrega rápida em ótimo estado e perfeito está de parabéns.,5,positivo
49096,"Já peguei challenger no LOL ( League Of Legends ) Graças a essa frigideira, Ela faz elojob pra mim 24h por dia, carrega o time inteiro e ainda faz live na twitch, SÓ VITORIA DEPOIS DESSA COMPRA, SUPER RECOMENDO QUE DEMAAAAIS.",5,positivo
85696,"Comprei o produto pelo site, já faz um mês, ainda não me entregaram, já passou do prazo de entrega e não recebi nenhum retorno da loja, estou totalmente insatisfeito...",1,negativo
75536,"Esperava que este produto (1900W) fosse mais potente, afinal possuo um de menor potencia (1800W) que eh muito mais eficiente.",2,negativo
74218,"Só para seleções mesmo, pois a câmera traseira não é tao  boa quanto imaginei. Quanto a sinal, ligações, som, etc muito bom, dentro do esperado. Afinal mil reais investidos né",4,positivo
130939,"Se você tem problemas com os tamanhos dos smarts atuais e não gosta de telefone grande no bolso, este serve bem. É o único smartphone do mercado android com 4 polegadas de tela e 4G do mercado a preço acessível. É um quad-core, 8 e 5 mp as câmeras traseira e frontal (gostei que a câmera frontal tem flash real e não aquela tela branca que não serve de nada). Se você quer conexão, W.Up, internet e nada de ficar baixando aplicativos pesados e complicados, está ótimo.",4,positivo
95341,"Pessimo  Primeira queda e o aparelho ja quebrou a tela muito fragil, comparando com o lenovo k5 que possui durante 1 ano e 8 meses, sem falar nas varias quedas e NUNCA quebrou. Muito insatisfeita com o zen fone 3max.",2,negativo
75084,"É um excelente produto, já faz anos que uso. Deixa meu cabelo liso e brilhoso. Reaplico a cada 3 meses na raíz. Chegou antes do previsto, bem embalado e com vencimento para agosto/2020.",5,positivo
94642,"O produto é muito bom, porem a embalagem poderia ser um pouco mais reforçada, as cadeiras vem com os pes montados mas ser os assentos, os pes vem encaixados uns nos outros mas com pouca protecao entre as pernas, o que causou riscos e marcas em alguns deles. Nada que alterasse a estetica, mas ruim um produto novo vir dessa forma.",4,positivo
96647,Ele não esquenta rápido demora pra esquentar as coisas e muito fraco pensei que fosse  melhor não recomendo,1,negativo
50685,"estou tendo problemas com meu produto e nao me atendem , produto porcaria , o barato sai caro!!!!!",1,negativo
39280,"A entrega foi ótima, mas ela veio com um furo de um parafuso fora da linha , o que não dava o encaixe, tivemos dificuldade para a montagem. E o último degrau quando a gente sobe, um lado dele sai fora do encaixe.",2,negativo
29789,"Embora seja pouco tempo de uso para realmente avaliar, gostei muito do poder e praticidade desse liquidificador. Recomendo a compra sem medo.",4,positivo
43020,Produto não chegou e aparece como entregue e o pior é que não consigo contato para fazer reclamação.  Já mandei e-mail mais não tive resposta,1,negativo
41646,"Comprei o produto para minha igreja, eu e nossos membros ficamos totalmente satisfeitos, nada a reclamar!",4,positivo
32445,"Pesquisei muito antes de comprar, devido ao preço ser menor do que de outras concorrentes  e mesmo assim arrisquei e comprei. A televisão demora ligar, o menu da smart tv dela é lenta, demora abrir os aplicativos e ainda mais depois de 1 mês já deu defeito no software, travou na tela inicial, e mesmo desligando e lingando ela varias vezes não resolve. Meu concelho é: Invista mais umas centenas em uma melhor da concorrência e não tenha problema de cabeça.",1,negativo
112042,"o relogio apresenta avria no vidro  a pulseira tambem é fragil um produto de baixa qualidade  ja enviei reclamação mas, pelo visto, perdi meu dinheiro",1,negativo
121035,O produto foi entregue e está sendo usado sem problema.,4,positivo
66762,Prático e fácil de manuseio!! Entrega super rápida!! Super indico..,4,positivo
2425,"Perfume do sabonete lux dura mais do que desse perfume medíocre. Maior enganação, não compre",1,negativo
79735,"gostei delas faz comida boa e nao gruda hehehe espero que seja duravel, mas deve durar 1 ano como todas as outras",4,positivo
126801,"Veio em uma caixa que nem era do produto era de uma barraca, os parafusos enormes á mostra uma parte sem pintura as rodinhas não condizem com as da foto, resumindo não gostei.",1,negativo
68673,"esse computador não vale 1400 reais, quem em sã consciência compraria um treco desse.",1,negativo
91284,Ele é lento demais.A bateria dura no maximo 2 horas.Com um ano e meio de uso ele quebrou e não compensava arrumar.É o barato que sai caro.Compensa investir um pouco mais e não ter dor de cabeça.Joguei meu dinheiro fora.,1,negativo
106929,"Bom dia!  Ótimo produto perfeito, a entrega foi realizada em apenas 03 dias, onde  o prazo seria de 09 a 12 dias  úteis, só tenho a agradecer perfeito produto e prazo de entrega.",5,positivo
104563,"Embora tenha certificado INMETRO, este modelo mascara os dados, quando usado em pessoas adultas chega no máximo como normal 95 de spo2, respectivamente. mas o normal é de 99, no minimo 97 de spo2 para uma pessoa eupneica(respiração normal).",1,negativo
67956,Pedido 02-662031823 Data da compra 20/02/2018 Data despacho 22/02/2018  NAO RECEBIDO ATÉ HOJE 23/03/2018,1,negativo
100800,Comprei 2.....1 excelente  O outro não funciona. Preciso de uma forma de contato com vcs para efetuar a troca,1,negativo
125636,"Estou acostumada a usar ultraglis arno,a muitos anos não compro outra marca,resolvi por acaso comprar este,é eu simplesmente amei,me surpreendeu",4,positivo
16659,"Apesar dos problemas de entrega, o produto vale muito apena pelo custo benefício!!!",4,positivo
71026,A entrega foi rápida mas após a instalação não funciona. Tive que acionar a autorizada da Brastemp que diagnosticou o problema que não foi resolvido pq não tem peça disponível. Resumo máquina vinda da fábrica quebrada e não consegui usar até hj. Infelizmente comprar aparelhos eletro eletrônicos hj em dia é loteria.,1,negativo
40458,"Não recomendo o J 5 nem para um inimigo. No começo ele cumpre com o que é esperado, mas a partir de um ano ele se volta contra você. A bateria costuma inchar (conhecido do modelo e ninguém arruma), ele parece ter vida própria e entra em aplicativos sozinho, movendo tudo na sua frente. Péssimo modelo de celular.",1,negativo
5709,"Parabenizo a todos pelo empenho e o excelente trabalho prestado.  Estou muito satisfeito com a aquisição do produto, visto que viera em ótimas condições e qualidades.",5,positivo
123540,Bateria chegou com defeito embalagem violada grande transtorno,1,negativo
117608,"Fiz o pedido de duas unidades, e só recebi uma, Paguei por duas unidades e a NF veio constando as duas unidades, mas dentro da embalagem só havia uma unidade.",2,negativo
29574,Produto de ótima qualidade e fácil de montar. A presenteada adorou o presente e não sai mais de cima.,5,positivo
101895,"Fiz a instalação conforme o manual, medimos a pressão da água na saída do cano e estava de acordo com as especificações. Mas após o fechamento do registro do equipamento, ainda apresenta um pequeno fluxo de água.",2,negativo
101977,Amei todos obrigada .eles são excelentes ótima qualidade e perfeito,5,positivo
62685,Leite muito bom para a saúde do bebê (apesar do sabor não ser agradável).,4,positivo
16718,"Não recomendo !   Entrega super rápida , porém o brinquedo deixou a desejar , por ser tão caro deveriam pelo menos mandar tudo intacto !",1,negativo
24345,Produto de excelente qualidade e a entrega foi super rápida.,5,positivo
108548,Esse laptop atende minhas necessidades presentes e futuras,5,positivo
38578,"Primeiro tive um M2 Aqua que estragou com 11 meses... a garantia me deu um m4 aqua novo, mas pra isso me deixou sem aparelho por 2 meses... o M4 chegou e quando fez 11 meses estragou também. Mandei para garantia em 26/1/17 e agora, um ano depois, a bateria está com sinalizando problemas...   Smartphone hoje em dia é uma ferramenta que dificulta muito o dia a dia quando ficamos sem... tem aplicativos de banco, câmeras de segurança de casa e do trabalho, agendamento de consultas com pacientes e quando ele estraga, gera um transtorno significativo... por isso, este não é um bom aparelho... estou olhando um smartphone reserva para comprar pq perdi a confiança na SONY. NÃO CONFIO MAIS NOS APARELHOS DE VOCÊS.",2,negativo
35835,"Recomendo ótimo produto, além de design bonito por ser vermelho",4,positivo
29038,JA SOLICITEI A TROCA NAO FUNCIONA NAO CONSEGUI INSTALAR O APRELHO ESTA COM DEFEITO JA SOLICITEI VALE  PRECISO URGENTE DA CAMERA,1,negativo
91767,"Boa tarde.. a boneca não era o que eu esperava, quando você tira a roupa da boneca é toda de pano por baixo.. no anúncio não coloca direito quando vende.. muito ruim não gostei.. gostaria de fazer a devolução",1,negativo
89215,"Muito bom, em cerca de uma hora sua marmita esta quente, bem melhor que os convencionais de metal que chegam a levar 5 horas para esquentar sua marmita.  Este produto realmente ajuda muito .",4,positivo
33185,"Achei bastante caro pelo que é, tecido e baixa qualidade, muito quente, os bolsos e detalhes são pintados, sendo assim, deixando bastante a desejar. Não gostei e minha filha que estava super feliz porque iria ganhar a tão sonhada capa, ficou extremamente decepcionada quando olhou para ela. A primeira coisa que ela falou foi: Isso é horrível!!!! Não tem nem bolsos de verdade!!!  Eu não quero isso!! E olha que ela só tem 4 aninhos. Enfim, é isso, não recomendo o produto. Grata",1,negativo
24364,"Muito bom! Meu filho adorou, todos os dias dorme e brinca com o Goku.",4,positivo
131913,"Qualidade de imagem em 4k , são diferençiadas e de muita qualidade !!! Ultima geração tecnologica !!",5,positivo
13283,Chegou antes do prazo e veio certinho o produto. Adorei!,5,positivo
16356,"Não recomendo pra ninguém, pedi pra me emprestar o ""jarvis"" mas disse que estava fora da área de cobertura, só porque queria jogar LOL!",1,negativo
91272,ola ainda não recebi minha encomenda esta fora do prazo e irei denunciar ao procon,1,negativo
94383,Chegou no dia preciso. Excelente produto. o vendedor é muito prestativo.,4,positivo
45626,"Adorei a compra.Chegou rápido, deu tudo certo.Jogo muito bom.",5,positivo
48079,Gente esse painel é bem melhor do que aparece na foto ! Amei a cor e a textura dele ficou lindo no meu quarto,5,positivo
57205,"Me chamo Denise, SG/ RJ,  meu filho gostou muito da cafeteira, tem uso diário, está satisfeito e recomenda esse produto.",5,positivo
37545,Comprei essa porcaria e em 1 semana começou a desmanchar peças de péssimas qualidades entrei em contato com a garantia. Tinha que pagar o frete de ida e volta. Pareçe que as peças são de plástico. Não recomendo,1,negativo
113255,"Produto muito bonito,preço justo e com qualidade, a entrega foi super rápida.",5,positivo
59198,Nao posso avaliar pois ainda não chegou! Tá demorando muito,2,negativo
58091,"produto original, recebi certinho e fiquei feliz com a compra. indico a loja pra todos. podem comprar sem medo",5,positivo
97651,O produto veio quebrado.  Não indico que comprem esse produto pela internet mas sim pessoalmente para verificar se está sem defeitos.,1,negativo
21629,"Ótimo produto, porém pagamos pelo marketing e publicidade.",4,positivo
123580,A demora ja foi estressante.Eu instalei o produto e nao deu o barulho da bateria fiquei sem saber se veio boa ou nao   nem deu a contagem do refil.Estou usando sem saber se esta bom,2,negativo
125015,"ola nossa fiquei muito insatisfeita...as grades entorta fácil,entrega e rápida, mas o produto muito frágil =( .",2,negativo
95492,"ja tem mais de 30 dias e ainda nao chegou o produto, nao comunicaçao com vcs, e ainda vem pedir para mim avaliar??? brincadeira né",1,negativo
55369,"Ainda não recebi este produto, conforme informei na primeira avaliação de entrega.",1,negativo
53257,Não recebi o produto pos mais de 30 dias apos compra quero meu produto !!!!!!!!,1,negativo
73231,"Essa foi a resposta que meu irmão me deu, confesso que não utilizei o produto pois era presente. Más meu irmão usou assim que chegou e disse que é ótima.",5,positivo
86621,"Otimo aparelho msm em 2018, mas recebi com rapides mas com defeito nos sensores, pedi a troca vamos ver,",4,positivo
37640,"A conexão entre a bandeja e a base veio quebrada, estrutura muito frágil. https://photos.app.goo.gl/fxDgOVk3bwn5FNSH2",1,negativo
46320,O equipamento veio com a antena solta e até agora nao tive retorno para receber outro em troca.,1,negativo
128876,"baixa pressão, partes em plástico e molenga. Não recomendo o produto",1,negativo
84306,Funciona perfeitamente. Feito com qualidade e boa aparência.,4,positivo
101161,Já faz 3 dias que emitiram a NF e nada do produto ir pra transportada.  Pré-venda recebemos o produto um dia antes ou no dia do lançamento... não em uma semana após o lançamento.,1,negativo
125831,"Além do purificador ser enorme, ocupa muito espaço na cozinha, na maioria das vezes quando usamos começa vazar água por dentro e alaga toda a minha pia.",1,negativo
11523,"Entrega super rápida., brinquedo de excelente material.",5,positivo
113854,"Robusta, excelente ""grip"" mais a vantagem da borracha.",5,positivo
10445,A demora é demais. Até hoje não chegou. Então não posso avaliar. Vocês mandam esse email imaginando que já chegou mas até hoje não recebi.,1,negativo
57051,"O produto é bonito como na foto, no entanto, muito frágil.",2,negativo
83232,"Excelente aparelho seja pelo sistema ou pela aparência,",5,positivo
37834,NA PROPAGANDA DO PRODUTO INFORMA QUE OS DOIS CARTUCHOS TEM COMPATIBILIDADE COM HP C4480. AO RECEBER O PRODUTO VERIFIQUEI QUE NA PRÓPRIA EMBALAGEM DO CARTUCHO COLORIDO NÃO INFORMA QUE  HP C4480 É COMPATÍVEL... ASSIM QUE EU INSTALEI O CARTUCHO NA IMPRESSORA... ELA REJEITOU! POR VÁRIAS VEZES!,1,negativo
36703,Presente para minha sobrinha que amou. Ja está com os 3 volumes.,4,positivo
69485,"Produto devolvido, postado no dia seguinte ao da entrega através do código de devolução que me enviaram ao RMA da empresa, aguardando a confirmação para receber meu dinheiro de volta, a próposito a conta que informei é poupança. Fiquei bastante decepcionado, por esperar bastante pelo produto e quando finalmente chegou ter que devolver por ser de qualidade paupérrima...só frustração.",1,negativo
89245,"ridiculo como podem vender isso, feito praticamente de elastico muito ruim machuca e nao corrige nada",1,negativo
118852,"É a segunda vez que uso, até o momento estou gostando.",4,positivo
66887,"Antes de comprar a data de entrega aparece de 9 a 14 dias, depois q vc compra altera a data para quase um mês, comprei a 9 dias e a nota nem foi faturada. um descaso.",1,negativo
97099,Exatamente como imaginei que fosse!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,positivo
61234,Nao saía agua gelada!!!!!!! Mto ruim!!!! Devolvi e comprei um Eletrlux. Mto melhor!!!!,1,negativo
105389,a parte laranjada que é  a proteção não vem somente a parte preta chegou ai fica solto o hd dentro da capinha preta,1,negativo
115561,"Tá de graça pô, me vê 8 desses. Vendi minha 50tinha pra ir pra rua de armadura kkjk",5,positivo
117053,"Na descrição tem vidro temperado nas fotos porém na descrição não tem, o que devo considerar?",2,negativo
17726,O produto é excelente!!!  O único problema foi referente a entrega.,5,positivo
92469,Gostei bastante do produto e a entrega foi super rápido!Estou satisfeita!,4,positivo
77955,RECEBI UM PRODUTO TOTALMENTE DIFERENTE DO ANUNCIADO E AINDA NÃO ENTRARAM EM CONTATO COMIGO. JÁ SOLICITEI A DEVOLUÇÃO DO VALOR OU A TROCA DO PRODUTO. OBS. RECEBI UM MULTIPROCESSADOR PHILCO 3X1. NADA A VER COM UMA IMPRESSORA,1,negativo
